,Company,TypeName,Ram,Weight,Touchscreen,Ips,ppi,Cpu brand,HDD,SSD,Gpu brand,Price,os
504,Lenovo,Netbook,4,1.25,0,0,135.0942112,Other Intel Processor,0,16,Intel,23195.45,Others/No OS/Linux
505,Lenovo,Notebook,8,1.44,0,0,165.6321181,Intel Core i5,0,256,Intel,83065.97,Windows
506,Asus,Notebook,8,2,0,0,141.2119981,Intel Core i7,1000,256,Intel,107136.72,Windows
507,Acer,Notebook,4,2.2,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,53655.89,Windows
508,HP,Ultrabook,8,1.34,0,1,165.6321181,Intel Core i7,0,512,Intel,115802.19,Windows
509,Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,100571.97,Others/No OS/Linux
510,Dell,Ultrabook,8,1.29,1,1,165.6321181,Intel Core i5,0,128,Intel,78689.47,Windows
511,Acer,Notebook,4,2.2,0,0,141.2119981,Intel Core i7,500,0,Nvidia,55931.67,Windows
512,Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i5,1000,0,Intel,73175.08,Windows
513,Dell,Notebook,16,2.2,0,0,141.2119981,Intel Core i7,2000,256,AMD,106720.0772,Windows
514,Xiaomi,Notebook,16,1.95,0,1,141.2119981,Intel Core i7,0,256,Nvidia,122537.6235,Others/No OS/Linux
515,Asus,Netbook,2,1.1,0,0,135.0942112,Other Intel Processor,0,0,Intel,21444.85,Windows
516,HP,Notebook,4,2.04,1,0,100.4546699,Intel Core i5,1000,0,Intel,45644.2691,Windows
517,Asus,Gaming,24,2.24,0,0,141.2119981,Intel Core i7,0,512,Nvidia,259789.04,Windows
518,HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i5,0,256,Nvidia,77814.17,Windows
519,Asus,Gaming,16,3,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,131645.12,Windows
520,Lenovo,Gaming,8,3.2,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,122454.47,Windows
521,HP,Ultrabook,8,1.32,0,1,165.6321181,Intel Core i7,0,256,Intel,122454.47,Windows
522,Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Intel,112014.7669,Windows
523,HP,Notebook,4,1.63,0,0,100.4546699,Intel Core i3,0,128,Intel,60308.17,Windows
524,Dell,Notebook,8,2.8,0,1,127.3356746,Intel Core i5,1000,128,AMD,77814.17,Others/No OS/Linux
525,Lenovo,Notebook,8,2.02,0,0,157.3505121,Intel Core i5,0,256,Intel,117290.2,Windows
526,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,69936.47,Windows
527,Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i3,2000,0,Nvidia,40176.27,Others/No OS/Linux
528,Dell,Notebook,4,2.3,0,0,141.2119981,Intel Core i5,500,0,AMD,51205.05,Windows
529,Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,120528.81,Windows
530,Dell,Gaming,16,4.42,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,263707.7581,Windows
531,HP,Notebook,8,2,0,1,141.2119981,Intel Core i5,500,0,Intel,75275.8,Windows
532,Asus,Notebook,8,2,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,113701.47,Windows
533,Mediacom,Notebook,4,1.2,0,1,165.6321181,Other Intel Processor,0,32,Intel,32298.57,Windows
534,Asus,Gaming,8,2.3,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,144336.97,Windows
535,Dell,Notebook,8,1.93,0,0,141.2119981,Intel Core i7,0,256,Nvidia,119828.57,Windows
536,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,0,256,AMD,69797.2973,Windows
537,HP,Notebook,4,1.86,0,0,141.2119981,Other Intel Processor,0,256,Intel,34923.5947,Windows
538,HP,Gaming,12,2.62,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,157466.47,Windows
539,Lenovo,Notebook,8,1.87,0,1,157.3505121,Intel Core i7,0,256,Nvidia,75188.27,Windows
540,Dell,Ultrabook,8,1.2,1,0,276.0535301,Intel Core i7,0,256,Intel,122454.47,Windows
541,Dell,Notebook,4,1.6,0,0,157.3505121,Intel Core i3,0,128,Intel,64410.7011,Windows
542,HP,Ultrabook,8,1.34,0,1,276.0535301,Intel Core i7,0,256,Intel,100221.85,Windows
543,Acer,Gaming,8,2.4,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,69848.94,Others/No OS/Linux
544,Asus,Notebook,4,2,0,0,100.4546699,AMD Processor,500,0,AMD,30547.97,Windows
545,HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,0,128,Intel,61752.415,Windows
546,Lenovo,Notebook,4,1.87,0,0,157.3505121,Intel Core i5,500,0,Intel,68711.05,Windows
547,Lenovo,Notebook,4,2.15,0,0,141.2119981,Intel Core i5,1000,0,Intel,40469.4955,Others/No OS/Linux
548,HP,Notebook,4,1.86,0,0,141.2119981,Intel Core i3,500,0,Intel,34749.41,Windows
549,Lenovo,Notebook,8,1.99,0,1,141.2119981,Intel Core i7,0,512,Intel,151339.37,Windows
550,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,0,128,Intel,43677.47,Windows
551,Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,97770.1347,Windows
552,Dell,Gaming,16,4.42,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,236243.47,Windows
553,HP,Notebook,8,2.65,0,0,106.1130621,Intel Core i3,1000,0,Intel,47629.4495,Windows
554,HP,Notebook,8,2.63,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,112038.4,Windows
555,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,500,0,Intel,19606.72,Others/No OS/Linux
556,Mediacom,Notebook,4,1.35,0,1,165.6321181,Other Intel Processor,0,0,Intel,22320.15,Windows
557,Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,83065.97,Windows
558,HP,Notebook,6,1.91,0,1,141.2119981,AMD Processor,0,128,AMD,49795.817,Windows
559,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,54084.787,Windows
560,Acer,2 in 1 Convertible,4,1.25,1,1,189.9057905,Other Intel Processor,0,0,Intel,30547.97,Windows
561,Lenovo,Notebook,4,2.05,0,0,141.2119981,Intel Core i3,0,128,Intel,55143.9,Windows
562,HP,Ultrabook,16,1.16,1,1,276.0535301,Other Intel Processor,0,512,Intel,171996.45,Windows
563,Lenovo,Notebook,8,3.4,0,1,127.3356746,Intel Core i7,0,256,Nvidia,262502.47,Windows
564,Asus,Notebook,8,2.5,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,73437.67,Windows
565,Dell,Ultrabook,8,1.21,1,1,331.2642361,Intel Core i5,0,128,Intel,139960.47,Windows
566,Dell,Notebook,4,1.93,0,0,100.4546699,Intel Core i5,500,0,Intel,83941.27,Windows
567,Fujitsu,Notebook,8,2.2,0,0,100.4546699,Intel Core i5,1000,0,Intel,64684.67,Windows
568,Lenovo,Notebook,4,2.2,0,0,141.2119981,Other Intel Processor,500,0,Intel,30110.32,Windows
569,Lenovo,Notebook,4,2.02,0,0,111.9352036,Intel Core i5,500,0,Intel,86654.7,Windows
570,HP,Workstation,8,3.14,0,0,106.1130621,Intel Core i5,500,0,Nvidia,162892.4547,Windows
571,HP,Notebook,8,1.94,0,0,111.9352036,Other Intel Processor,2000,0,Intel,34049.17,Windows
572,HP,Notebook,6,1.95,0,1,141.2119981,AMD Processor,0,256,AMD,56806.97,Windows
573,Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,0,256,Intel,72649.9,Windows
574,Lenovo,Notebook,4,2.05,0,0,141.2119981,Intel Core i5,500,0,Intel,59958.05,Windows
575,Mediacom,Notebook,4,1.4,0,0,157.3505121,Other Intel Processor,0,32,Intel,21794.97,Windows
576,HP,Ultrabook,16,1.24,1,0,157.3505121,Intel Core i7,0,512,Intel,163243.45,Windows
577,Lenovo,Gaming,32,4.6,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,233092.39,Windows
578,MSI,Gaming,16,4.14,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,238869.37,Windows
579,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,0,256,AMD,65560.8453,Others/No OS/Linux
580,Mediacom,Notebook,4,1.45,0,1,157.3505121,Other Intel Processor,0,32,Intel,34049.17,Windows
581,Dell,Notebook,8,1.9,0,0,100.4546699,Intel Core i5,500,0,Intel,88275.7556,Windows
582,HP,Notebook,4,1.49,0,0,165.6321181,Intel Core i3,0,128,Intel,62934.07,Windows
583,Dell,Notebook,16,1.93,0,0,141.2119981,Intel Core i7,0,256,Nvidia,134567.7467,Windows
584,Dell,Netbook,4,1.26,0,0,135.0942112,Other Intel Processor,0,0,Intel,25821.35,Others/No OS/Linux
585,MSI,Gaming,16,4.5,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,205607.97,Windows
586,HP,Gaming,16,3.78,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,131119.94,Windows
587,Lenovo,Ultrabook,12,1.4,0,1,157.3505121,Intel Core i7,0,256,Intel,146437.69,Windows
588,Lenovo,Notebook,12,2.2,1,0,100.4546699,Intel Core i7,1000,0,Intel,53305.77,Windows
589,Asus,Gaming,8,2.73,0,1,127.3356746,Intel Core i5,1000,128,Nvidia,154928.1,Windows
590,Asus,2 in 1 Convertible,8,2.2,1,0,100.4546699,Intel Core i5,1000,0,Intel,64684.67,Windows
591,Lenovo,Notebook,12,2.2,0,0,141.2119981,AMD Processor,0,512,AMD,83065.97,Windows
592,Dell,2 in 1 Convertible,4,1.39,1,0,135.0942112,Other Intel Processor,0,128,Intel,52780.59,Windows
593,Samsung,Notebook,16,2.5,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,148713.47,Windows
594,Lenovo,Notebook,4,2.8,0,0,127.3356746,Intel Core i3,500,0,Intel,46303.37,Others/No OS/Linux
595,Lenovo,Notebook,8,2.29,0,0,100.4546699,Intel Core i3,1000,0,Intel,40176.27,Windows
596,Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,0,512,Intel,177248.25,Windows
597,Lenovo,Notebook,8,1.7,0,1,157.3505121,Intel Core i5,0,256,Intel,129019.22,Windows
598,Dell,2 in 1 Convertible,8,1.34,1,0,176.2325736,Intel Core i5,0,256,Intel,146175.1,Windows
599,Dell,Workstation,8,2.06,1,0,141.2119981,Intel Core i7,0,256,Nvidia,154315.39,Windows
600,HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,106699.07,Windows
601,HP,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,500,0,Intel,58512.0544,Windows
602,Acer,Notebook,4,1.6,0,0,157.3505121,Other Intel Processor,0,0,Intel,28797.37,Windows
603,MSI,Gaming,16,4.14,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,192478.47,Windows
604,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,40701.45,Others/No OS/Linux
605,MSI,Gaming,16,1.8,0,0,282.4239962,Intel Core i7,2000,256,Nvidia,201231.47,Windows
606,HP,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,0,256,Intel,122454.47,Windows
607,Lenovo,Notebook,6,2.4,0,0,141.2119981,Intel Core i5,1000,0,Intel,49366.92,Windows
608,Lenovo,2 in 1 Convertible,8,2,1,1,141.2119981,Intel Core i7,0,256,Intel,113701.47,Windows
609,Acer,Notebook,4,1.6,0,0,111.9352036,Other Intel Processor,0,0,Intel,30547.97,Windows
610,Lenovo,Notebook,32,2.5,0,1,282.4239962,Other Intel Processor,0,1000,Nvidia,428809.47,Windows
611,Dell,Gaming,16,2.59,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,76939.7453,Windows
612,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,Intel,38854.567,Others/No OS/Linux
613,Dell,Notebook,4,2.25,0,0,100.4546699,Intel Core i3,1000,0,Intel,31423.27,Others/No OS/Linux
614,Dell,Notebook,4,1.93,0,0,100.4546699,Intel Core i5,500,0,Intel,76063.57,Others/No OS/Linux
615,Asus,Gaming,8,3,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,102235.04,Windows
616,Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i5,0,128,AMD,49804.57,Others/No OS/Linux
617,HP,Ultrabook,8,1.84,0,0,141.2119981,Intel Core i7,0,512,Intel,121579.17,Windows
618,MSI,Gaming,16,2.94,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,198505.7858,Windows
619,Acer,2 in 1 Convertible,4,1.25,1,1,135.0942112,Other Intel Processor,0,0,Intel,33173.87,Others/No OS/Linux
620,HP,Notebook,8,2.31,0,0,111.9352036,Intel Core i5,0,256,Intel,98383.72,Windows
621,Lenovo,Notebook,8,1.65,0,0,157.3505121,Intel Core i5,0,256,Intel,128231.45,Windows
622,Dell,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,1000,0,AMD,67923.28,Windows
623,Fujitsu,Notebook,8,2.2,0,0,100.4546699,Intel Core i5,0,256,Intel,69936.47,Windows
624,HP,Notebook,4,1.88,0,0,100.4546699,Intel Core i5,500,0,Intel,81577.96,Windows
625,Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,78689.47,Windows
626,Mediacom,Notebook,2,1.4,0,0,157.3505121,Other Intel Processor,0,0,Intel,20919.67,Windows
627,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,0,128,Intel,40964.04,Others/No OS/Linux
628,Asus,2 in 1 Convertible,6,1.5,1,0,165.6321181,Intel Core i5,1000,0,Intel,55932.5453,Windows
629,Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,159304.6,Windows
630,Asus,Ultrabook,16,1.1,0,0,157.3505121,Intel Core i7,0,512,Intel,166307,Windows
631,Dell,Gaming,16,2.62,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,129456.87,Windows
632,Lenovo,Notebook,4,1.8,0,0,141.2119981,Intel Core i5,0,256,Intel,72562.37,Windows
633,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,50679.87,Windows
634,Asus,Notebook,8,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,34924.47,Windows
635,Asus,Notebook,8,1.99,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,79356.4486,Windows
636,Dell,Ultrabook,8,1.23,1,0,276.0535301,Intel Core i5,0,256,Intel,163593.57,Windows
637,Lenovo,Notebook,2,1.42,0,0,111.9352036,Other Intel Processor,0,0,Intel,21794.97,Windows
638,Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,Intel Core i7,0,256,Intel,153826.9726,Windows
639,Dell,Notebook,16,2.06,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,209984.47,Windows
640,Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,97070.77,Windows
641,HP,Notebook,8,2.6,0,0,107.9856456,AMD Processor,1000,0,AMD,45594.377,Windows
642,Lenovo,Ultrabook,16,1.14,0,1,157.3505121,Intel Core i7,0,512,Intel,214448.5,Windows
643,Asus,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,102322.57,Others/No OS/Linux
644,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i3,500,0,Intel,39388.5,Windows
645,Lenovo,Notebook,4,1.43,0,0,111.9352036,Other Intel Processor,0,0,Intel,23983.22,Windows
646,Acer,Ultrabook,8,1.8,0,1,157.3505121,Intel Core i5,0,256,Intel,80440.07,Windows
647,Razer,Gaming,16,1.95,0,0,157.3505121,Intel Core i7,0,256,Nvidia,227490.47,Windows
648,HP,Notebook,8,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,106173.89,Windows
649,Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i7,0,256,Intel,138647.52,Windows
650,Asus,Gaming,32,3.8,0,1,127.3356746,Intel Core i7,0,512,Nvidia,244996.47,Windows
651,Acer,Gaming,8,2.4,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,62058.77,Others/No OS/Linux
652,Dell,Ultrabook,8,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,126909.747,Windows
653,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,104318.254,Windows
654,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,500,0,Intel,31939.697,Others/No OS/Linux
655,HP,Notebook,8,2,0,1,141.2119981,Intel Core i5,500,0,Intel,93131.92,Windows
656,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,0,256,AMD,80440.07,Windows
657,Dell,Notebook,16,2.2,0,0,141.2119981,Intel Core i7,2000,256,AMD,99346.55,Windows
658,Lenovo,Gaming,8,3.31,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,104685.88,Windows
659,Dell,Gaming,32,4.42,0,1,254.6713491,Intel Core i7,1000,512,Nvidia,275489.2961,Windows
660,Dell,Notebook,8,1.56,0,0,157.3505121,Intel Core i5,0,256,Intel,107574.37,Windows
661,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,36675.07,Windows
662,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,500,0,Intel,46828.55,Windows
663,HP,Notebook,6,2.04,0,0,141.2119981,Intel Core i3,1000,0,AMD,47178.67,Windows
664,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,130136.9781,Windows
665,HP,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,128,Intel,43589.94,Windows
666,Dell,Notebook,8,2.06,0,0,141.2119981,Intel Core i5,1000,0,Intel,83591.15,Windows
667,HP,Notebook,8,2.1,0,0,141.2119981,Intel Core i7,1000,0,AMD,65209.85,Windows
668,HP,Notebook,8,2,0,1,141.2119981,Intel Core i5,0,256,Intel,110112.74,Windows
669,Acer,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,128,Intel,36062.36,Others/No OS/Linux
670,Microsoft,Ultrabook,8,1.252,1,0,200.8425599,Intel Core i7,0,256,Intel,163492.9105,Windows
671,Lenovo,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,1000,128,AMD,71595.1635,Windows
672,Lenovo,2 in 1 Convertible,8,1.3,1,1,165.6321181,Intel Core i5,0,256,Intel,90506.02,Windows
673,Lenovo,Notebook,4,2.2,0,0,100.4546699,AMD Processor,0,128,AMD,30547.97,Windows
674,HP,2 in 1 Convertible,4,1.63,1,1,157.3505121,Intel Core i3,0,128,Nvidia,61183.47,Windows
675,MSI,Gaming,16,2.4,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,113263.82,Windows
676,Asus,Ultrabook,8,1.1,0,0,157.3505121,Intel Core i5,0,256,Intel,99346.55,Windows
677,HP,2 in 1 Convertible,8,1.4,1,0,135.0942112,Other Intel Processor,0,0,Intel,43327.35,Others/No OS/Linux
678,LG,Ultrabook,8,1.09,0,1,141.2119981,Intel Core i7,0,512,Intel,201231.47,Windows
679,Acer,Gaming,16,2.5,0,0,141.2119981,Intel Core i5,0,256,Nvidia,113701.47,Windows
680,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,87346.187,Windows
681,Asus,Notebook,4,1.86,0,0,100.4546699,Other Intel Processor,0,128,Intel,36675.07,Windows
682,Dell,Gaming,16,3.21,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,179524.03,Windows
683,HP,Notebook,4,2.5,0,1,127.3356746,Intel Core i3,0,256,AMD,61183.47,Windows
684,Lenovo,2 in 1 Convertible,8,1.19,1,1,165.6321181,Intel Core i7,0,512,Intel,131207.47,Windows
685,Dell,Gaming,16,3.49,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,246287.5375,Windows
686,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i5,500,0,AMD,53621.7533,Windows
687,Dell,Notebook,4,2.2,0,0,100.4546699,Intel Core i3,1000,0,AMD,47762.4951,Windows
688,HP,Notebook,6,2.65,0,1,127.3356746,AMD Processor,2000,0,AMD,49804.57,Windows
689,Lenovo,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,500,0,Intel,27834.54,Windows
690,Acer,Notebook,4,1.45,0,0,111.9352036,Other Intel Processor,0,0,Intel,32823.75,Others/No OS/Linux
691,Lenovo,Notebook,4,1.7,0,0,157.3505121,Intel Core i5,0,256,Intel,61183.47,Windows
692,HP,Workstation,8,3.14,0,0,127.3356746,Intel Core i7,500,0,Nvidia,167006.3647,Windows
693,Lenovo,2 in 1 Convertible,8,1.42,1,0,209.8006829,Intel Core i7,0,256,Intel,226702.7,Windows
694,HP,Notebook,8,1.5,0,1,165.6321181,Intel Core i5,0,256,Intel,85166.69,Windows
695,Acer,Netbook,4,1.4,0,0,135.0942112,Other Intel Processor,0,0,Intel,23545.57,Windows
696,Lenovo,2 in 1 Convertible,16,1.38,1,0,157.3505121,Intel Core i7,0,512,Intel,153089.97,Windows
697,Asus,2 in 1 Convertible,4,1.2,1,0,176.2325736,Other Intel Processor,0,0,Intel,58557.57,Others/No OS/Linux
698,HP,Ultrabook,16,1.36,1,0,165.6321181,Intel Core i7,0,512,Intel,164293.81,Windows
699,HP,Notebook,4,2.1,0,1,141.2119981,Intel Core i7,500,0,AMD,60308.17,Windows
700,Dell,Gaming,8,2.56,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,71687.07,Windows
701,Lenovo,Notebook,4,2.2,0,0,141.2119981,AMD Processor,0,256,AMD,34924.47,Windows
702,Lenovo,Notebook,8,2.2,0,0,100.4546699,AMD Processor,1000,0,AMD,37550.37,Windows
703,Lenovo,Notebook,4,2.1,0,0,141.2119981,Intel Core i5,2000,0,Intel,54395.5185,Windows
704,Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i3,500,0,Intel,39388.5,Others/No OS/Linux
705,Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i5,0,256,Intel,69586.35,Windows
706,Acer,2 in 1 Convertible,8,1.6,1,1,165.6321181,Intel Core i5,0,256,Intel,87442.47,Windows
707,Lenovo,Workstation,16,2.18,0,0,141.2119981,Intel Core i7,0,512,Nvidia,162368.15,Windows
708,Lenovo,Notebook,8,1.8,0,0,157.3505121,Intel Core i5,0,256,Intel,104248.23,Windows
709,HP,Notebook,6,2.71,0,1,127.3356746,AMD Processor,2000,0,AMD,57333.0253,Windows
710,Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,109324.97,Windows
711,Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Nvidia,95320.17,Others/No OS/Linux
712,Dell,Notebook,8,1.98,0,0,141.2119981,Intel Core i5,1000,0,Intel,63546.78,Others/No OS/Linux
713,Asus,Notebook,4,1.5,0,0,157.3505121,Other Intel Processor,0,0,Intel,26083.94,Windows
714,Dell,Notebook,16,1.93,0,0,141.2119981,Intel Core i5,0,512,Intel,124875.5498,Windows
715,Lenovo,Notebook,8,1.87,0,1,157.3505121,Intel Core i5,0,256,Nvidia,75019.3371,Windows
716,Dell,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,103197.87,Windows
717,Lenovo,Notebook,4,2.19,0,0,100.4546699,AMD Processor,500,0,AMD,26083.94,Windows
718,Mediacom,Notebook,4,1.4,0,1,161.7253908,Other Intel Processor,32,0,Intel,23195.45,Windows
719,HP,Notebook,8,2.63,0,0,127.3356746,Intel Core i7,0,256,Nvidia,105036,Windows
720,Lenovo,Ultrabook,8,1.17,0,1,209.8006829,Intel Core i7,0,512,Intel,147631.5992,Windows
721,HP,2 in 1 Convertible,8,1.58,1,1,117.8265301,Intel Core i5,0,256,Intel,73227.598,Windows
722,Lenovo,Ultrabook,8,1.32,0,1,157.3505121,Intel Core i5,0,256,Intel,131207.47,Windows
723,Dell,Gaming,32,4.36,0,0,254.6713491,Intel Core i7,1000,1000,Nvidia,320307.282,Windows
724,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,118032.4544,Windows
725,Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i5,1000,0,Intel,42880.947,Others/No OS/Linux
726,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,1000,128,AMD,62934.07,Windows
727,Dell,2 in 1 Convertible,4,1.71,1,0,165.6321181,Intel Core i3,1000,0,Intel,56806.97,Windows
728,Dell,Notebook,8,2.32,0,0,100.4546699,Intel Core i5,1000,0,AMD,51600.6856,Others/No OS/Linux
729,HP,Notebook,4,2.1,0,0,141.2119981,AMD Processor,1000,0,AMD,42802.17,Windows
730,Acer,Gaming,16,4.2,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,169370.55,Windows
731,Dell,Notebook,12,2.25,0,0,100.4546699,Intel Core i5,1000,0,Intel,56806.97,Windows
732,HP,Notebook,6,2.1,0,0,141.2119981,AMD Processor,1000,128,AMD,56894.5,Windows
733,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i5,500,0,Intel,48929.27,Windows
734,Lenovo,Notebook,8,1.44,0,1,165.6321181,Intel Core i5,0,256,Intel,84028.8,Windows
735,Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i7,1000,0,Intel,68185.87,Windows
736,HP,Workstation,16,2.6,0,0,141.2119981,Intel Core i7,0,256,Nvidia,211735.07,Windows
737,Dell,2 in 1 Convertible,8,1.55,1,0,165.6321181,Intel Core i5,1000,0,Intel,57682.27,Windows
738,MSI,Gaming,16,1.8,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,183329.8344,Windows
739,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i3,500,0,Intel,35957.324,Windows
740,Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,105648.71,Windows
741,Dell,Notebook,8,2,0,0,100.4546699,Intel Core i3,0,256,Intel,58207.45,Windows
742,HP,Notebook,8,1.25,1,1,157.3505121,Intel Core i5,0,256,Intel,134358.55,Windows
743,Lenovo,2 in 1 Convertible,8,1.7,1,0,157.3505121,Intel Core i5,0,256,Intel,87442.47,Windows
744,Lenovo,Workstation,16,2.5,0,1,282.4239962,Intel Core i7,0,1000,Nvidia,288761.47,Windows
745,Acer,Notebook,2,1.68,0,0,111.9352036,Other Intel Processor,0,0,Intel,28884.9,Others/No OS/Linux
746,Samsung,Ultrabook,16,0.81,0,0,165.6321181,Intel Core i7,0,256,Intel,144336.97,Windows
747,HP,Notebook,8,1.86,0,0,141.2119981,Intel Core i3,0,256,Intel,47178.67,Windows
748,Dell,Notebook,8,1.6,0,0,111.9352036,Intel Core i5,0,256,Intel,98620.9263,Windows
749,HP,Workstation,16,3,0,1,127.3356746,Other Intel Processor,0,256,Nvidia,384169.17,Windows
750,Lenovo,Netbook,4,1.4,1,0,135.0942112,Other Intel Processor,0,128,Intel,41576.75,Windows
751,HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,0,256,Intel,166307,Windows
752,Asus,Notebook,4,2.45,0,0,100.4546699,Intel Core i5,1000,0,Nvidia,50679.87,Others/No OS/Linux
753,Lenovo,Ultrabook,4,1.7,0,0,157.3505121,Intel Core i5,0,180,Intel,95932.88,Windows
754,Asus,Notebook,4,2.37,0,0,100.4546699,Intel Core i7,0,256,Intel,74391.747,Windows
755,Lenovo,2 in 1 Convertible,8,1.3,1,1,276.0535301,Intel Core i5,0,256,Intel,104948.47,Windows
756,HP,Notebook,8,2.2,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,96195.47,Windows
